model_id,location,origin_date,horizon,target_end_date,target,output_type,output_type_id,value
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.5,0.9630211372330537
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.55,1.0012524970657557
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.6,1.033438086102371
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.65,1.0856016070601282
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.7,1.1563465668192474
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.75,1.3076164624205113
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.8,1.4142541428671338
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.85,1.486409389623899
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.9,1.6910905233044828
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.95,1.8488756419895198
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.975,2.0377021502326214
nfidd-diff,HHS Region 2,2016-03-12,4,2016-04-09,ili perc,quantile,0.99,2.223754585558428
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.01,0.3389540755399262
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.025,0.44341624979021677
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.05,0.5175729822436855
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.1,0.599229624998481
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.15,0.6983454027236108
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.2,0.7115308478644764
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.25,0.7734686935598967
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.3,0.8036930489239402
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.35,0.8429102295490049
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.4,0.8938480834531624
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.45,0.9168181986380897
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.5,0.9630211366934347
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.55,1.0012524964026523
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.6,1.0334380846952023
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.65,1.0856016061952678
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.7,1.1563465656785483
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.75,1.307616460375502
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.8,1.414254141692434
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.85,1.48640938650867
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.9,1.6910905223939003
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.95,1.8488756401543076
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.975,2.0377021491144354
nfidd-diff,HHS Region 3,2016-03-12,1,2016-03-19,ili perc,quantile,0.99,2.223754583743606
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.01,0.3389540755511924
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.025,0.4434162497796355
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.05,0.5175729822365233
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.1,0.599229625044264
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.15,0.6983454027879604
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.2,0.7115308478235824
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.25,0.7734686935431357
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.3,0.8036930489162027
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.35,0.8429102296135278
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.4,0.893848083368046
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.45,0.9168181986442399
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.5,0.963021136665875
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.55,1.001252496462141
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.6,1.0334380846924418
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.65,1.0856016062115026
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.7,1.156346565617244
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.75,1.3076164603983635
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.8,1.4142541417162846
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.85,1.4864093865235648
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.9,1.691090522371719
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.95,1.8488756400744877
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.975,2.0377021491783234
nfidd-diff,HHS Region 3,2016-03-12,2,2016-03-26,ili perc,quantile,0.99,2.223754583697146
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.01,0.338954075564986
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.025,0.4434162497620573
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.05,0.5175729821970696
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.1,0.5992296250239895
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.15,0.6983454028410633
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.2,0.7115308477678722
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.25,0.7734686935069135
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.3,0.8036930488923582
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.35,0.8429102296000646
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.4,0.8938480833484732
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.45,0.91681819869579
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.5,0.9630211366664173
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.55,1.001252496490922
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.6,1.033438084628336
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.65,1.085601606201799
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.7,1.1563465655598917
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.75,1.307616460303161
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.8,1.4142541417043275
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.85,1.4864093867744537
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.9,1.6910905223997563
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.95,1.8488756402235564
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.975,2.0377021491846707
nfidd-diff,HHS Region 3,2016-03-12,3,2016-04-02,ili perc,quantile,0.99,2.2237545838098582
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.01,0.33895407555422963
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.025,0.4434162497669444
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.05,0.5175729821869827
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.1,0.5992296247583349
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.15,0.6983454028212635
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.2,0.7115308477351945
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.25,0.7734686935147949
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.3,0.8036930489170727
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.35,0.8429102296066608
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.4,0.8938480832478459
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.45,0.9168181987225927
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.5,0.963021136690501
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.55,1.001252496510864
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.6,1.0334380846840328
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.65,1.0856016062027056
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.7,1.1563465655682699
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.75,1.3076164600166815
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.8,1.4142541417284336
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.85,1.4864093869775712
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.9,1.6910905224513049
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.95,1.8488756400699171
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.975,2.0377021491372838
nfidd-diff,HHS Region 3,2016-03-12,4,2016-04-09,ili perc,quantile,0.99,2.22375458378154
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.01,0.3389540773416693
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.025,0.443416251688155
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.05,0.517572983257751
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.1,0.5992296307176468
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.15,0.6983454053161151
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.2,0.7115308501728742
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.25,0.7734686947369234
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.3,0.8036930498548414
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.35,0.8429102306721169
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.4,0.8938480872496668
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.45,0.9168182014278277
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.5,0.9630211382238956
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.55,1.0012524986673237
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.6,1.0334380875582077
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.65,1.0856016080313031
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.7,1.156346568038274
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.75,1.3076164648723627
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.8,1.4142541442930927
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.85,1.4864093943119516
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.9,1.691090524254947
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.95,1.8488756444541048
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.975,2.037702151645981
nfidd-diff,HHS Region 4,2016-03-12,1,2016-03-19,ili perc,quantile,0.99,2.223754587658507
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.01,0.33895407739682515
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.025,0.44341625165532855
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.05,0.5175729832449671
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.1,0.5992296308213549
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.15,0.6983454052757293
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.2,0.711530850212528
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.25,0.7734686947351876
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.3,0.8036930498813546
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.35,0.8429102307273543
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.4,0.8938480872307558
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.45,0.9168182014341928
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.5,0.9630211382135532
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.55,1.0012524986738276
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.6,1.0334380875405997
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.65,1.085601608076535
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.7,1.1563465680011311
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.75,1.307616465041191
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.8,1.4142541441998733
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.85,1.4864093942274264
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.9,1.6910905242092846
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.95,1.8488756446545542
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.975,2.0377021516307052
nfidd-diff,HHS Region 4,2016-03-12,2,2016-03-26,ili perc,quantile,0.99,2.223754587645992
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.01,0.3389540773715329
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.025,0.44341625168009546
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.05,0.5175729832480077
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.1,0.5992296309488355
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.15,0.6983454052379976
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.2,0.7115308501431601
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.25,0.7734686946971447
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.3,0.8036930498636532
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.35,0.8429102307369615
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.4,0.8938480872392001
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.45,0.9168182014190386
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.5,0.9630211382143716
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.55,1.001252498650309
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.6,1.0334380875394125
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.65,1.0856016081256263
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.7,1.1563465679578275
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.75,1.3076164651652173
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.8,1.4142541442933712
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.85,1.4864093941433114
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.9,1.691090524127123
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.95,1.8488756445700263
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.975,2.037702151652182
nfidd-diff,HHS Region 4,2016-03-12,3,2016-04-02,ili perc,quantile,0.99,2.2237545877528406
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.01,0.33895407736400546
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.025,0.4434162517098684
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.05,0.5175729832934858
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.1,0.599229630935597
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.15,0.6983454051650323
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.2,0.7115308501345766
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.25,0.7734686947131238
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.3,0.8036930498382288
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.35,0.842910230733001
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.4,0.8938480872529913
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.45,0.9168182014404923
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.5,0.9630211381821123
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.55,1.0012524985447007
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.6,1.0334380874789437
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.65,1.085601608113172
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.7,1.1563465679329028
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.75,1.3076164653169993
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.8,1.4142541442373995
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.85,1.4864093939474323
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.9,1.6910905240462082
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.95,1.8488756445972578
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.975,2.0377021517110974
nfidd-diff,HHS Region 4,2016-03-12,4,2016-04-09,ili perc,quantile,0.99,2.2237545877617264
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.01,0.3389540783465138
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.025,0.44341625241086263
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.05,0.5175729838836659
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.1,0.5992296335386686
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.15,0.6983454069472
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.2,0.711530851935456
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.25,0.7734686953951584
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.3,0.803693050539606
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.35,0.8429102314218232
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.4,0.8938480894252694
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.45,0.9168182023705826
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.5,0.9630211391475995
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.55,1.0012524996278305
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.6,1.0334380887984684
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.65,1.085601608981479
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.7,1.1563465691988308
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.75,1.3076164678914606
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.8,1.4142541463300897
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.85,1.486409399156754
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.9,1.691090525437319
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.95,1.8488756469691046
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.975,2.037702152793366
nfidd-diff,HHS Region 5,2016-03-12,1,2016-03-19,ili perc,quantile,0.99,2.2237545906800316
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.01,0.3389540782989122
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.025,0.4434162524340448
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.05,0.5175729838519577
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.1,0.5992296336452306
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.15,0.6983454069201651
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.2,0.7115308518559766
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.25,0.7734686953952673
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.3,0.803693050538658
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.35,0.8429102313958285
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.4,0.8938480894231697
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.45,0.9168182023764763
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.5,0.9630211391317014
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.55,1.0012524996011847
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.6,1.0334380888593389
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.65,1.0856016089702982
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.7,1.1563465692072668
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.75,1.307616467757698
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.8,1.4142541463167213
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.85,1.4864093992167506
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.9,1.6910905253647288
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.95,1.8488756467369747
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.975,2.0377021528159216
nfidd-diff,HHS Region 5,2016-03-12,2,2016-03-26,ili perc,quantile,0.99,2.223754590634212
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.01,0.33895407835542624
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.025,0.44341625243274363
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.05,0.5175729838327494
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.1,0.5992296338780129
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.15,0.6983454067939158
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.2,0.7115308518474404
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.25,0.7734686953651224
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.3,0.8036930505539503
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.35,0.8429102314195419
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.4,0.8938480894103664
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.45,0.9168182023568642
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.5,0.9630211390649777
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.55,1.0012524995897447
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.6,1.0334380889656591
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.65,1.0856016089849299
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.7,1.1563465691510224
nfidd-diff,HHS Region 5,2016-03-12,3,2016-04-02,ili perc,quantile,0.75,1.3076164677891648
