origin_date,mean_wis,sd_wis,n,phase
2016-12-24,3.1108659056012233,1.1344548124228222,44,rising
2017-02-25,2.937674662271624,1.33613718056464,44,peak
2016-03-12,1.0872299162157464,0.6205114476185504,44,peak
2015-11-14,1.0384792354853853,0.8214088841318059,44,pre-peak
